page,text,x,y
226,"• Analyze the booking profiles depending on the sales and holidays period
• Understand needs of the prospects by doing a quantitative study on the booking 
",14.4,79.848
226,"•
",388.78,77.76768
226,"plan on the prospects and loyal clients
Identification of the mechanism limits and of the modifications to do in 
order to favor the recruitment
",402.34,93.60000000000001
226,"patterns
",27.96,51.648
226,"• Presentation of the evolutions options and recommendation on the 
",388.78,49.818000000000005
226,"new mechanism
",402.34,37.176
226,"• Objective to launch the new mechanism 7 months after the mission
",388.78,21.576
227,"Strategy definition for the digitalization of the stay customer experience 
",70.344,379.28
227,"Tourism - Revenue (2014) = € 1.376 billion – 1.2 M customers
",208.25,327.77
227,"CONTEXT AND OBJECTIVES
• A major player of the hotel industry aims to become a pioneer of the hotel stay 
",14.184,302.01
227,"digital experience in order to increase its clients' loyalty. 
",27.96,268.83799999999997
227,"• After having tested the approach through a pilot and in a context of 
",14.4,253.2
227,"""industrialization"" of its ambition, the client asked VERTONE to help him to frame 
its strategy, define key digital services to prioritize and organize the digitalization 
process.
",27.96,240.6
227,"Global scheme - Organization of the customer experience digitalization 
",394.27,298.21000000000004
227,"process 
",525.46,286.18
227,"MAIN STEPS OF THE PROJECT
",14.184,160.75
227,"RESULTS
",388.46,154.40800000000002
227,"• Analyze the current digital experience trends in the tourism industry (benchmark 
",14.52,138.19
227,"of main competitors) and in other services industries (leisure, media, retail).
Identify the objectives and the key issues of stay digital experience for the client.
",28.08,125.608
227,"•
",14.52,109.73768
227,"• Prioritize key digital services to develop (organization of a pluri-disciplinary 
",14.52,94.368
227,"creativity workshop).
",28.08,81.768
227,"• Define a strategy for the digitalization of the stay customer experience.
• Define the organization and governance modes going along with the digitalization 
",14.52,66.16799999999999
227,"process.
",28.08,37.944
227,"• Definition of a strategy based on 4 priorities of digital customer 
",388.68,132.34
227,"experience during stay :
Fluidification of the arrival and departure paths
Stay organization optimization and valorization of the offer
Creation and animation of a social community of clients
Facilitation of the interactions between clients and staff
",402.24,119.758
227,"•
",388.68,103.87968
227,"•
",388.68,88.27968
227,"•
",388.68,72.67968
227,"•
",388.68,57.07968
227,"• Definition of an organization mode enabling to work on all kinds of 
projects and involving a joint and flexible management between a 
central entity and several delocalized entities.
",388.68,41.730000000000004
228,"Definition of the structure of the partnership with an entertainment 
company
",70.92,391.28
228,"Tourism - Revenue (2013) = € 1.4 billion - 1.2 million customers
",203.45,326.91799999999995
228,"CONTEXT AND OBJECTIVES
",14.184,302.01
228,"• Context :
",14.4,280.49
228,"• Our client identified a potential company to partner with, so as to settle a 
",35.88,266.948
228,"new entertaining activity in its resorts.
",49.44,254.29999999999998
228,"• Objectives : 
",14.4,238.7
228,"•
",35.28,224.78768
228,"To prepare negotiation with the partner : 
",50.04,225.01999999999998
228,"• Define partnership terms: objectives, KPI, RACI, HR management 
",64.44,212.42
228,"process, operations …
",77.88,199.838
228,"• Define partnership implementation : process, planning and project 
",64.44,187.2
228,"team organization
",77.88,174.6
228,"Illustration : Partnership objectives
",468.43,298.09000000000003
228,"MAIN STEPS OF THE PROJECT
",14.184,150.21
228,"•
",14.424,128.42768
228,"Identify every touch point between client customers and the new partner activity 
before, during and after stay in resort.
",27.984,128.66
228,"RESULTS
",388.46,120.52
228,"• Prepare workshops with cross-functional BU Directors to define every term of the 
",14.424,100.44
228,"partnership : business model, KPI, RACI, impacts on resort operations, 
requirements, RH management (hiring, training, management…), Change 
management, Branding, Communication, roll-back…
",27.984,87.84
228,"• Define implementation plan : project organization, planning & RACI between 
",14.424,47.04
228,"both partners
",27.984,34.458
228,"•
",388.68,98.23968
228,"Straight forward workshops management to help directors debate and 
decide with fast-paced rhythm
",402.24,98.47200000000001
228,"• A cross-functional alignment of the partnership terms before 
",388.68,70.27199999999999
228,"negotiations started
",402.24,57.690000000000005
229,"Development of customers’ marketing activation plans
",70.92,379.28
229,"Tourism - Revenue (2013) = € 1.4 billion - 1.2 million customers
",203.45,326.91799999999995
229,"CONTEXT AND OBJECTIVES
",14.184,302.01
229,"• The customer is experiencing a decline in its customer base due to insufficient 
",14.4,280.49
229,"new customers recruited, not 
offset by the performance in customer retention. 
",27.96,267.908
229,"• One limitation of customer loyalty management is a lack of differentiation in the 
",14.4,239.66
229,"activation of customers during their lifecycle , which is why the client is looking 
for help to identify targets with a high potential of loyalty and to develop 
“customer - centric"" marketing activation plans for these targets.
",27.96,227.05999999999997
229,"Graphic representation of the different steps of targeting and
",415.46,300.46000000000004
229,"personalization of CRM « client centric » campaigns
",435.62,288.46000000000004
229,"MAIN STEPS OF THE PROJECT
",14.184,164.988
229,"• Diagnose the current customer activation (based on 15 interviews and the 
",14.424,143.39999999999998
229,"analysis of CRM campaigns) and define the issues and main objectives.
",27.984,130.79999999999998
229,"RESULTS
",388.46,133.53
229,"• Analyze the impact of customer behaviors on their loyalty and create a new 
",14.424,115.2
229,"segmentation of the customer base to operate the activation plans. 
",27.984,102.60000000000001
229,"• Prepare and lead creativity workshops for designing activation plans focused on 
",14.424,87.0
229,"•
",14.424,58.54368
229,"the customer lifecycle, with the help of benchmark elements.
Identify the key enablers, detail the projects to implement and suggest roadmap 
scenarios based on available resources.
",27.984,74.418
229,"•
",388.68,111.24768
229,"Segmentation of the customer base (definition of five distinct targets 
with high potential for loyalty). 
",402.24,111.48
229,"• Detailed themes to communicate to the customers at each speaking 
",388.68,83.28
229,"•
",388.68,54.84768
229,"moment of the 15 activation plans designed. 
Strong involvement of senior management and marketing leadership 
in launching the project. 
",402.24,70.67999999999999
229,"• Design of management and monitoring tools, and suggestion of three 
",388.68,26.856
229,"scenarios for implementation.
",402.24,14.256
230,"Recommendation on repurchase rate strategy
",70.92,379.28
230,"CONTEXT AND OBJECTIVES
",14.184,302.01
230,"6 main steps for a segment reactivation
",460.7,300.01000000000005
230,"Tourism - Revenue 2017 = 1,5 billion € - 1,3 M customers
",219.41,326.91799999999995
230,"• This actor was mainly focused on recruitment rather than capitalizing on existing 
",14.424,280.46000000000004
230,"•
",14.424,242.40768
230,"clients. A priority for repurchase has been define : to capitalize on the recruitment 
efforts and build a strategy on customers repurchase
In this context, VERTONE worked on redefining the customer segmentation to be 
reactivated & on defining activation strategies by segment to develop repurchase 
rate
",27.984,267.878
230,"MAIN STEPS OF THE MISSION
",14.184,181.37800000000001
230,"• Analyse customer stock database at a worldwide level & with a focus on 3 
",14.52,159.738
230,"countries :  
",28.08,147.1
230,"o Main KPIs analyses on the customer stock & main evolutions
o Key drivers of repurchase & cohort analyses
o Main business value opportunities
",35.52,132.46
230,"RESULTS
",388.46,141.93
230,"• A strategy co-built with internal teams, validated by Comex members 
",387.72,119.59
230,"& shared with countries
",401.28,106.992
230,"• Propose a new customer segmentation to be activated, at worldwide level
• Prepare and lead workshops to define activation plans by segments, with 
",14.52,88.656
230,"• A new customer segmentation that can be activated operationally
• Activation plans prioritized according to business opportunities
",387.72,91.392
230,"benchmark examples
",28.08,61.512
230,"• Write a recommendation for Comex Members
",14.52,46.872
230,"identified by segments
",401.28,63.192
231,"Development of the migration strategy for the customers members in a 
loyalty program renewal context
",70.92,395.33
231,"Tourism - Revenue 2015 = € 1,17 billion – 23k customers members of the loyalty program
",138.89,327.1
231,"CONTEXT AND OBJECTIVES
",14.184,302.01
231,"• This actor launched its loyalty program in the early 2000’s, as a first step to 
",14.4,280.49
